id,label
20809,0
69984,3
7636,0
73027,0
31282,0
62521,0
547,3
65975,3
54370,0
37739,0
12868,0
98233,0
95478,0
41144,2
74971,0
26941,3
1524,0
23633,0
36267,0
98334,2
21510,0
70312,3
45016,3
32790,0
53073,0
98914,0
4734,0
87207,2
9088,0
82654,0
88843,0
71200,0
65743,2
70397,0
87073,0
40787,3
37919,0
34788,0
90898,0
33458,0
81724,0
92425,0
79129,2
22395,0
89870,0
13266,2
34153,0
66668,2
40188,0
31814,2
22664,2
6913,0
55715,0
23652,2
63131,0
6021,2
35366,3
32609,0
33342,0
50201,0
33072,3
52050,0
718,0
30406,3
8140,0
16380,0
61107,3
87426,2
20971,0
43775,0
99354,3
22656,0
49701,2
92130,0
78168,0
20967,0
19416,3
18260,0
13274,0
67143,2
77991,3
42147,0
97895,0
82619,0
94345,3
28275,0
82103,0
72245,0
24276,0
12846,0
96561,0
73448,1
39792,0
94381,0
82708,0
57937,0
14924,0
99223,0
31707,3
8518,0
84297,3
73403,0
1447,0
26481,2
49551,3
96024,2
47199,3
23879,0
94719,0
25108,0
85669,3
49572,0
11085,3
2156,0
54059,0
2317,3
36778,0
70947,2
23005,0
72081,0
87262,3
62387,3
85868,0
48846,2
72938,0
54942,0
49908,0
9446,3
5895,3
15838,3
40637,1
94701,3
37671,0
7805,0
22741,0
77050,0
76391,2
81499,0
85096,0
91537,0
34524,0
51073,0
59324,0
38776,0
46401,0
99691,1
37944,2
16777,0
49033,0
23572,1
44822,0
19065,3
18073,0
39474,0
20266,0
3694,0
61036,0
54212,1
7708,0
35489,3
1183,0
82431,3
53869,2
61849,0
82158,0
66411,3
51452,1
51101,0
41940,3
37797,1
38113,2
70708,2
79625,0
40366,3
66666,0
53357,3
88914,0
82386,3
47513,0
75224,0
13188,3
24308,0
44082,0
92409,0
69212,0
84433,0
52466,2
82359,3
60666,0
93388,0
65336,3
79818,0
413,0
35543,3
79103,0
23423,0
38600,0
23258,0
82652,2
87204,2
53655,2
53532,0
98476,0
8318,0
43406,0
40502,3
84666,3
64658,3
75739,0
89327,0
98095,3
17867,1
7933,0
92690,3
8431,3
38148,2
84307,3
40115,0
38713,2
12285,0
2515,2
88294,3
19374,0
73504,0
14203,0
60821,2
44351,3
34109,0
7024,0
89881,0
62064,0
11824,0
21915,0
49074,2
57785,0
64312,0
20234,0
46825,3
21631,0
27775,0
78261,0
33980,3
14291,3
71877,3
30336,0
12735,0
19745,0
60193,3
18610,0
8298,0
53229,0
58801,0
61265,3
38368,0
11220,0
83829,0
3750,0
22975,0
3408,0
38335,3
73725,3
25253,0
30897,0
15735,3
94937,2
96818,0
90292,0
157,0
2344,0
95289,1
25127,0
77262,3
69955,0
23083,2
3602,0
50562,0
83956,0
61962,0
95682,0
21597,0
76124,0
8193,0
49392,0
91674,0
9601,3
46117,2
717,0
86353,0
60341,0
97434,3
789,3
62044,1
30163,2
96997,0
74750,0
38527,0
45124,2
64161,0
36062,0
98818,1
37412,0
48757,0
13691,0
3821,0
19060,0
99028,0
24405,0
91863,0
32808,0
66337,0
17051,1
15740,0
90240,0
50370,0
25825,3
38743,1
92950,3
87944,0
15938,3
91305,0
36727,0
21913,0
52541,1
61255,0
35863,0
78319,0
35669,3
37660,1
46372,0
66103,1
62144,0
85219,0
90804,3
60138,0
7839,0
43664,0
91997,3
6825,2
52477,0
69491,0
3538,0
47411,0
62829,3
66232,0
34234,0
85754,0
52692,0
92980,0
37460,3
13568,3
11121,0
96849,0
81417,3
51877,3
43393,0
12805,1
73938,0
31971,0
41070,3
47146,0
92112,0
66291,0
57097,3
34654,0
95540,0
88160,0
80778,2
78125,0
49600,0
20594,0
50347,2
53823,0
33813,0
15255,3
59887,2
94828,0
8534,0
61688,0
63850,0
9770,3
3819,0
34957,0
17797,0
21545,1
48585,3
41854,0
117,3
23932,0
41475,3
54601,0
5137,0
17061,0
30104,0
17414,3
81839,0
94360,3
86343,0
47951,0
29027,0
1767,0
99945,0
6816,0
19144,0
61873,0
97064,0
47320,2
8365,0
85653,3
44970,0
23222,0
74004,0
67192,0
63962,2
44337,0
98182,0
10959,0
98188,0
53822,3
25523,0
65416,0
97046,2
12545,0
32157,0
63288,0
8045,0
97223,0
53627,0
13261,0
45641,0
71416,0
93055,0
49194,0
59613,0
12047,0
15434,0
52919,2
10910,0
62358,0
19713,0
34935,0
89498,0
95061,2
86321,2
64647,3
5286,0
35851,0
64186,2
8425,2
75657,0
10048,3
93469,0
81349,0
82413,0
17277,0
20186,0
99099,0
86411,2
79096,0
33062,3
34536,0
60218,0
5181,2
63142,0
6189,0
57773,2
83342,0
76223,0
34184,0
81506,0
25546,3
96432,0
41568,2
42039,2
12792,0
87932,3
49709,0
42505,0
78059,0
28491,0
72671,0
52987,2
3807,3
70560,3
14570,0
43556,0
3850,0
69519,0
30818,0
59266,0
92200,3
42788,0
74264,0
17130,3
63069,0
49596,0
24518,0
32271,3
83097,0
14978,0
35546,2
54604,2
59718,3
85350,0
34286,0
72393,1
2550,0
51294,3
69480,1
46130,0
69706,0
66171,0
93632,0
58727,0
29040,0
40580,0
86449,3
73549,3
43790,3
66925,2
22170,0
86131,0
64066,0
69565,3
74630,1
8891,0
73508,0
90360,3
13729,0
18179,0
95607,0
7469,0
85636,0
81359,0
90830,0
3865,0
7712,0
57380,0
40178,0
77702,0
84452,0
79996,0
20986,0
56848,0
21362,0
69765,0
51272,0
74804,0
98312,0
13854,3
96553,0
93194,0
39897,0
65824,0
9050,3
25905,0
17758,0
70434,0
48582,0
36113,0
24953,0
77013,0
6686,0
79269,3
73719,0
70800,2
76033,1
85398,3
3004,3
27330,0
39426,3
11469,0
62183,0
83282,0
41369,3
10168,0
78120,0
10840,2
39014,0
48433,0
10989,0
77473,0
13130,0
50657,2
29294,0
22571,0
8037,0
78070,1
92189,3
46996,2
63560,2
87290,0
44506,3
53780,0
38763,0
36753,0
79859,0
91286,0
15096,0
77279,3
77810,0
23543,2
31154,0
10069,0
72003,2
17579,0
56976,0
67392,2
10916,2
65485,2
8149,0
81479,0
60590,0
53064,0
22264,0
98741,0
94355,0
82249,0
44944,0
32259,0
79725,0
78026,0
69325,0
19159,3
1008,0
57450,0
61734,0
27923,0
25457,1
96289,3
21128,0
84295,2
97452,2
70268,0
78826,0
64523,0
69405,2
26594,0
79439,3
73778,3
62917,0
13315,0
23348,0
82146,2
83788,3
78818,0
34737,3
38195,2
72443,0
91953,2
62266,0
65907,0
68144,2
34983,0
56778,3
19294,0
81911,0
36623,0
67886,0
89093,2
47810,0
21301,3
70250,3
70452,0
11109,0
7312,0
80784,0
72812,0
92897,0
39719,3
60681,0
99044,0
63722,0
54519,2
493,0
92918,0
21187,2
61845,0
42386,3
75259,0
90732,0
82851,0
25315,2
85269,3
3350,2
79232,3
64201,2
13880,0
34965,3
83305,0
82389,2
71686,0
74135,0
73009,0
22889,0
10790,3
64388,0
79373,3
41385,0
33010,0
64035,0
51342,3
32117,0
85689,0
43336,0
64056,0
90976,0
32582,0
99074,0
91284,3
53631,2
13501,0
6282,3
8517,0
20497,1
74877,0
82583,0
15464,0
49749,3
8309,2
21317,0
89432,0
84792,2
48927,0
69925,0
2197,0
39912,0
20403,0
12001,0
70702,0
34954,0
96794,0
84717,0
95188,0
5883,2
61751,0
97018,3
88355,3
25868,2
52183,0
46098,2
75143,0
81436,3
57442,0
88577,0
52078,0
27666,2
30557,2
77422,0
36372,3
22125,0
9209,0
18885,3
2964,2
62257,0
23802,0
28333,0
84577,0
27061,0
51733,0
41047,3
48719,0
74552,0
97562,0
59754,0
